name,fclass,geometry
VPN,bar,POINT (34.02612 0.539977)
Nihal Medical Clinic,clinic,POINT (32.5274109 0.4267926)
The DOT Restaurant,restaurant,POINT (32.3004457 2.7809182)
Katooma Trading centre,community_centre,POINT (30.1538012 -0.8521433)
M and You,clinic,POINT (30.296765 -1.0029467)
Larry's Go Down Restaurant,restaurant,POINT (31.7381148 -0.3455217)
Post Bank,bank,POINT (31.7380165 -0.3452807)
Kicece primary school,school,POINT (30.2938129 -1.0053302)
Kicece primary school,school,POINT (30.2944683 -1.005725)
Kayenje primary school,school,POINT (30.295985 -1.004625)
Omukyehubo,community_centre,POINT (30.2825174 -1.0013185)
Rweikiniro health center three,hospital,POINT (30.2893373 -0.9931199)
Ebenezer Eating Point,restaurant,POINT (33.6152846 1.7131572)
Grace Early Child Hood Development Center,school,POINT (33.4604073 1.5264882)
Serere Progressive Nursery and Primary school,school,POINT (33.4605162 1.529779)
Kaberamaido Primary School,school,POINT (33.1490697 1.7648355)
,school,POINT (30.297095 -1.00321)
Kizinda Police post,police,POINT (30.1246771 -0.5387565)
Rugaga Primary school,school,POINT (30.0919623 -0.5394104)
Good hope and primary school,school,POINT (30.297095 -1.0030866)
,shelter,POINT (30.1459404 -0.5398723)
,shelter,POINT (30.1458959 -0.5400919)
,shelter,POINT (30.2395927 -0.5542138)
,shelter,POINT (30.216734 -0.5429895)
,shelter,POINT (30.2432622 -0.5169958)
ASA microfinance (U) ltd,bank,POINT (33.6219584 1.7183027)
B&A Restaurant and Take away,restaurant,POINT (33.6178074 1.714557)
Light Medical Center,clinic,POINT (32.5773065 0.3598528)
Pride Microfinance Limited,bank,POINT (34.1807715 1.072416)
Pretty Smiles Day Care,kindergarten,POINT (34.1815001 1.0745938)
Family Clinic Maternity and Laboratory,clinic,POINT (32.58585 0.3567217)
Aduly Drug Shop,pharmacy,POINT (32.584799 0.3519481)
OD Clinic,clinic,POINT (32.5889233 0.3567267)
Mayo Clinic,clinic,POINT (32.5868267 0.3556517)
Family Health Clinic,clinic,POINT (32.5846817 0.3549117)
St Peter's Medical Clinic,clinic,POINT (32.5860867 0.3488017)
Alpher and Omega Medical Clinic,clinic,POINT (32.5867228 0.348912)
Nabuto Health Care,clinic,POINT (32.5866989 0.3490416)
Hope Clinic,clinic,POINT (32.585945 0.348885)
Hope clinic,clinic,POINT (32.5797672 0.3492366)
Life Referral Medical Center,clinic,POINT (32.5855554 0.3510577)
Healing Hands Medical Center,clinic,POINT (32.5861584 0.3491433)
Kyebando drag shop,pharmacy,POINT (32.586123 0.348932)
St.Peter's Medical Clinic,clinic,POINT (32.5861395 0.3488307)
Alpha and Omega Maternity Clinic,clinic,POINT (32.5868443 0.3490437)
Genesis medical centre,clinic,POINT (32.5588545 0.3801844)
Makula health centre,clinic,POINT (32.5596089 0.3810892)
Icon medical centre,clinic,POINT (32.5603062 0.3818319)
Jorum health and phamarcy,pharmacy,POINT (32.5574323 0.3792797)
Shubu pharmacy,pharmacy,POINT (32.557773 0.3800555)
Iqra pharmacuticals ltd,pharmacy,POINT (32.557203 0.3793366)
,pharmacy,POINT (32.5576233 0.3800287)
Pleasured Home Clinic,clinic,POINT (32.5751533 0.3366293)
Drug Shop,pharmacy,POINT (32.5746736 0.3359526)
Drug Shop,pharmacy,POINT (32.5748545 0.3359397)
Friecca Pharmacy,pharmacy,POINT (32.5744945 0.3311277)
Wandegeya Imaging Center and Medical Center,clinic,POINT (32.5744564 0.3315567)
Examina Medical Laboratory,clinic,POINT (32.5746317 0.3315417)
Plus Medic Pharmacy,pharmacy,POINT (32.5748277 0.3315879)
Cortex Medical Clinic,clinic,POINT (32.5738905 0.3341554)
Riverstone Clinic,clinic,POINT (32.5738543 0.3342101)
Wandegeya Medical Clinic,clinic,POINT (32.5737379 0.334782)
St. Michael Medical Center,clinic,POINT (32.574155 0.3359105)
Wandegeya Medical Champers,clinic,POINT (32.5728461 0.3343407)
Global Medical Clinic,clinic,POINT (32.5731502 0.333963)
First Pharmacy,pharmacy,POINT (32.5736706 0.3326207)
Lancet Laboratories,clinic,POINT (32.573877 0.3322831)
Bridge Dental,dentist,POINT (32.5738696 0.3321931)
IMC Wandegeya Clinic,clinic,POINT (32.5738621 0.3321796)
Guardian Health Pharmacy,pharmacy,POINT (32.574067 0.3309196)
Ebenezer Drug Shop,pharmacy,POINT (32.5780157 0.3796659)
Cure Care Medical Centre,clinic,POINT (32.5787126 0.3811362)
Susan Drug Shop,pharmacy,POINT (32.5784847 0.381263)
Cure Care Medical centre,clinic,POINT (32.5784983 0.3812)
Mutima Medical Centre,clinic,POINT (32.5772967 0.3844748)
Pharmalift Wholesale Pharmacy,pharmacy,POINT (32.5776492 0.3846091)
Maria Asumpta Clinic,clinic,POINT (32.5842523 0.3439762)
Milly and Balongo Health Care,clinic,POINT (32.58488 0.3431333)
Quality Medical Center,clinic,POINT (32.586345 0.34428)
The People's Medical Center,clinic,POINT (32.5855233 0.3453067)
Cure Health Clinic,clinic,POINT (32.5823667 0.3474617)
Giant Health Care,clinic,POINT (32.5815767 0.34418)
APAC Medical Center,clinic,POINT (32.5823262 0.343117)
St joseph general clinic,clinic,POINT (32.5721143 0.3476639)
Earth Natural Life,clinic,POINT (32.5710861 0.3472696)
Hope pharmacy,pharmacy,POINT (32.5711173 0.3467519)
STMark Medical Centre,clinic,POINT (32.5715875 0.3431014)
Mambi Medical Consulatant,clinic,POINT (32.5720429 0.3406189)
Shalom Doctors Clinic,clinic,POINT (32.5720139 0.3406844)
Aroma medical center,clinic,POINT (32.5737853 0.3401602)
Platinum Pharmacy,pharmacy,POINT (32.5737426 0.3400922)
Galen Pharmacy,pharmacy,POINT (32.5737867 0.3402539)
Kam consult clinic,clinic,POINT (32.5737166 0.3426965)
Kirabo medical center,clinic,POINT (32.5738713 0.3474819)
ST Cecilia,clinic,POINT (32.5734545 0.3475684)
Mulago medical center,clinic,POINT (32.573745 0.3439549)
Nuwa Clinic and Diagnostic Centre,clinic,POINT (32.5765699 0.3448151)
Allied Consultancy,clinic,POINT (32.5763515 0.3457941)
Pulse Medical Clinic,clinic,POINT (32.5770862 0.345232)
Josam Pharmacy Ltd,pharmacy,POINT (32.5762795 0.3435923)
P. Mariam Physiotherapy Service Clinic,clinic,POINT (32.5765785 0.3429862)
Kiwenda Dental Technonologist,dentist,POINT (32.5765382 0.3427721)
Family Care Devine Dental Clinic,dentist,POINT (32.5765467 0.3428919)
Link physiotherapy clinic,clinic,POINT (32.576417 0.3415769)
He Cares Medical Centre,clinic,POINT (32.5762496 0.3412311)
Milo Clinic,clinic,POINT (32.5757986 0.3412328)
BK Consultation Clinic,clinic,POINT (32.5757178 0.3411539)
Orthopedic Appliency,clinic,POINT (32.575753 0.3412418)
People's Drug Shop,doctors,POINT (32.5757173 0.3412438)
Ubora Pharmacy,pharmacy,POINT (32.5753535 0.3414712)
S7NSET Consaltant Clinic,clinic,POINT (32.5754057 0.3414215)
Edwaliro,clinic,POINT (32.5755029 0.3416767)
Patient Health Care Clinic,clinic,POINT (32.5756114 0.3427011)
Star Medical Centre,clinic,POINT (32.5752579 0.3426791)
Astro Dental Service,dentist,POINT (32.575075 0.3425717)
Kaamu Medical and Progostic Centre,clinic,POINT (32.5736369 0.3418913)
Immaculate Health Clinic,clinic,POINT (32.5749522 0.3418361)
ST Paul Medical Centre,clinic,POINT (32.57495 0.3417844)
NRSL Helath Care,clinic,POINT (32.5749991 0.3416531)
Shalom Life Pharmacy,pharmacy,POINT (32.5750172 0.3416167)
Impact Clinical Laboratory,clinic,POINT (32.5751233 0.3415267)
Dell dental,dentist,POINT (32.5751432 0.3415414)
KAS Imaging Systems,doctors,POINT (32.5751349 0.3415296)
SMK Medical Centre,clinic,POINT (32.5747267 0.3413484)
Center clinic,clinic,POINT (32.5747467 0.3412833)
Life Consultant and Diagnostic Orthopedic Medical Center,clinic,POINT (32.5744233 0.341138)
ASTRAM MEDICAL CENTRE MULAGO,clinic,POINT (32.5744237 0.3412059)
Eggwonero Life Saving Hospital,clinic,POINT (32.567775 0.3462533)
Meddi Clinic,clinic,POINT (32.5668667 0.3472533)
Prosper Dental Clinic,dentist,POINT (32.56464 0.3484083)
Tumwebaze Medical Clinic,clinic,POINT (32.5669867 0.3475017)
St. Nicolas Clinic,clinic,POINT (32.5686192 0.3492967)
Medicare Clinic,clinic,POINT (32.5677172 0.3488298)
Divine Drug Shop,pharmacy,POINT (32.5669307 0.3498891)
Shalom Medical Centre,clinic,POINT (32.5691583 0.3508283)
Afrodoctor Medical Centre,clinic,POINT (32.5714633 0.353595)
Ashock Health Care,clinic,POINT (32.5746676 0.341248)
Bandugga best herbal group,clinic,POINT (32.5721637 0.3489526)
Life Embassy Medical Centre,clinic,POINT (32.5719696 0.347875)
Jous Nursery School,school,POINT (32.5864977 0.3569269)
Clevelandhill,school,POINT (32.5864433 0.3569135)
Kyebando Vocational Training Center,school,POINT (32.586065 0.3515533)
By Pass Standard Day and Boarding Primary School,school,POINT (32.5849097 0.3503235)
All Saints Christian School,school,POINT (32.5862556 0.3537032)
Chambers of Wisdom Nursery and Daycare Centre,school,POINT (32.5842957 0.3545551)
New Omega Primary School,school,POINT (32.5875934 0.3559607)
Seera primary school,school,POINT (32.5784731 0.3778057)
Divine Junior School Kawempe,school,POINT (32.5618867 0.3762083)
New Midland Islamic Orphanage Primary School,school,POINT (32.5615017 0.3773983)
Central College Kawempe,school,POINT (32.560685 0.3788933)
Volcano Primary School,school,POINT (32.56131 0.3791901)
Giant Eagles Junior School,school,POINT (32.5612917 0.3780983)
Havilah Nursery School and Daycare,school,POINT (32.560645 0.3783883)
New Ark Junior School,school,POINT (32.5597383 0.3779433)
Triumph Primary School,school,POINT (32.5598067 0.376897)
Real Quality Nursery and Primary School,school,POINT (32.579115 0.3812367)
ST Rozalia Kindergarten and Junior School,school,POINT (32.5745668 0.3355429)
BCS Noway Katanga Nursery School,school,POINT (32.5743308 0.3359131)
The Salavation Army,school,POINT (32.5723248 0.3371422)
Kazo Primary School,school,POINT (32.5941317 0.3418277)
Kaleerwe parents school,school,POINT (32.5687093 0.3487837)
Global health Uganda,school,POINT (32.58258 0.3445333)
Inspired Leaders International,school,POINT (32.5829833 0.3427317)
Mawanda Road Kindergarten Daycare Centre,school,POINT (32.5815867 0.345965)
The child care primary school,school,POINT (32.5686993 0.351127)
Makerere Best Kindergarten Primary and Secondary School,school,POINT (32.5661283 0.34861)
St Paul Preparatory School,school,POINT (32.5695749 0.3469876)
Community Nursery and Primary School,school,POINT (32.5683946 0.3491667)
Zainab Baby School,school,POINT (32.5672568 0.3470017)
City Junior Kalerwe Day and Boarding Primary School,school,POINT (32.5703455 0.3467282)
Immaculate Heart Nursery and Primary School,school,POINT (32.5845034 0.3475422)
Mulindwa Nursery School,school,POINT (32.580625 0.3471683)
Good Samaritan Primary School,school,POINT (32.5804267 0.3473333)
Green valley high school,school,POINT (32.5799572 0.3485557)
Future Hope Nursery Day and Boarding Primary School,school,POINT (32.5842797 0.3444735)
Mulago Bright Primary School,school,POINT (32.5762933 0.345885)
Bethel International Christian School,school,POINT (32.5726346 0.3451366)
Mulago High School,school,POINT (32.5722963 0.3459163)
Mulago School For The Deaf,school,POINT (32.5744849 0.3458332)
Mulago Private Primary School,school,POINT (32.5746266 0.3456573)
ST Martin Mulago Primary School,school,POINT (32.5754004 0.3453423)
Hope Net Institute of Health Science and Management,school,POINT (32.5761611 0.3450712)
Stars Pre-School,school,POINT (32.5789008 0.3493719)
"Miles 2 Smiles Welfare Center, Daycare and Nursery School.",school,POINT (32.573435 0.3504157)
Godwin Primary School,school,POINT (32.5720576 0.3490696)
Bright Angels Education Centre Mulago,school,POINT (32.5730147 0.3489585)
Yet Smile Face Day and Early Childhood Learning Centre,school,POINT (32.574506 0.3476219)
Cream Hill Schools Nursery and Primary Day and Boarding School,school,POINT (32.5770771 0.3488272)
women center ofua 2,community_centre,POINT (31.172386 3.1173703)
ST.KIZITO TTIKALU PRIMARY SCHOOL.[with support from save the children],school,POINT (32.5161867 0.5500994)
Kitembe parents day and boarding primary school,school,POINT (30.3028696 -1.0123498)
Doctors clinic,doctors,POINT (30.166879 -0.7615001)
Kampala International University Western Campus,school,POINT (30.144484 -0.5376353)
Kabaare trading center,community_centre,POINT (30.152227 -0.5059408)
Katerera,community_centre,POINT (30.154443 -0.5053169)
Ishaka Adventist hospital primary school,school,POINT (30.1381912 -0.5400786)
Chemiquip school of nursing,school,POINT (30.1422335 -0.534258)
Pearl junior primary school,school,POINT (30.1409615 -0.5362242)
Block,library,POINT (30.1442751 -0.5380113)
Science block,school,POINT (30.143029 -0.5381649)
restraunt,restaurant,POINT (30.1717951 -0.6157333)
,school,POINT (32.5104492 0.5478504)
,school,POINT (32.5116476 0.5453927)
,school,POINT (32.4569996 0.4658629)
Bassajja primary school,school,POINT (30.1258564 -0.5506584)
Kiu main hall,school,POINT (30.1449709 -0.5374145)
,restaurant,POINT (30.279879 -0.5066772)
Basajjabalaba town,community_centre,POINT (30.1427805 -0.5413862)
Busy Bee junior school,school,POINT (30.1362668 -0.5383173)
Graduation Block,school,POINT (30.1427725 -0.5372092)
Pharmacy Drusah,pharmacy,POINT (32.575975 0.3926527)
Rest Health care,hospital,POINT (32.5757935 0.392091)
Campus view,school,POINT (30.1364146 -0.5371378)
,atm,POINT (34.1709926 1.0939561)
,atm,POINT (34.1707275 1.0939337)
Nakivale refugee primary school,school,POINT (30.9249274 -0.8008303)
God cares Drug Shop,pharmacy,POINT (29.7387183 -1.3384149)
Iremera Health Center,doctors,POINT (29.747096 -1.1652884)
Butengo bar,bar,POINT (29.7749595 -1.1808877)
Rwempanga primary school,school,POINT (31.3720618 1.4921037)
Gwer High school,school,POINT (33.7290989 1.769312)
St. Victors Technical And Vocational Institute,college,POINT (32.8654512 2.2667004)
Amach Multi Skill Vocational Training And Marketing Center,college,POINT (33.0043328 2.1066104)
Kica Rwot Tailoring School,college,POINT (32.8693851 2.2347587)
Saint Joseph Kalisizo Primary School,school,POINT (31.4051847 -0.3721606)
DAMZONIA,pub,POINT (32.246387 2.234667)
DTB - Diamond Trust Bank Busia Branch,bank,POINT (34.0981941 0.4657273)
Archway primary and Daycare,school,POINT (32.5723131 0.3799039)
Midland High School,school,POINT (32.5618613 0.3847806)
,police,POINT (34.0200297 0.5498274)
Centenary Bank Ishaka branch,bank,POINT (30.138484 -0.5487673)
,school,POINT (33.3374884 2.8333776)
Kisugu Health Centre III,clinic,POINT (32.6115492 0.306711)
Vine Medicare Clinic,clinic,POINT (32.5712596 0.3168897)
Komamboga Health Center III,hospital,POINT (32.5844912 0.3908441)
Kisaasi Church of Uganda Medical Centre,clinic,POINT (32.5979981 0.3700978)
Muni University,university,POINT (30.9265763 2.997366)
small school,school,POINT (32.3892567 1.1463901)
Abramontz Dental Care,dentist,POINT (34.178431 1.0867412)
Pharmacy Lastcance,pharmacy,POINT (34.1760428 1.0760466)
Jiwco Pharmacy,pharmacy,POINT (34.1764021 1.0760803)
Mbale Referral Hospital,hospital,POINT (34.1765724 1.0761541)
Northroad Primary School,school,POINT (34.1791226 1.0744871)
Comrade clinic,clinic,POINT (34.1798747 1.0743358)
Divine Mercy Nursery and Primary School,school,POINT (32.572755 0.37133)
Good Dream Junior School,school,POINT (32.5698046 0.3710462)
Kauthar Kids,school,POINT (32.5685093 0.3760256)
Supper kitchen school and Vocational Institute,school,POINT (32.567962 0.3766029)
Edmon Nursery and Primary School,school,POINT (32.5732138 0.3791566)
Crystal Tots School,school,POINT (32.5763517 0.379955)
A hava Amar'e Children's Centre At,school,POINT (32.5758436 0.3762335)
Mirembe Iinfant School,school,POINT (32.5757494 0.376359)
New Planet Primary and Nursery School,school,POINT (32.5714116 0.3700986)
Best Quality Kanyanya Nursery and Primary School,school,POINT (32.5723736 0.3689152)
Kawempe Mbogo Secondary School,school,POINT (32.5725602 0.3706522)
Baker Football Academy,school,POINT (32.573345 0.362655)
Mirembe Community College,school,POINT (32.5714133 0.3635417)
Parental Care Preparatory School,school,POINT (32.5710417 0.3638517)
Stallion Primary School,school,POINT (32.5708767 0.3663983)
Kakungulu Parent's School,school,POINT (32.5715545 0.3682925)
God's Love,school,POINT (32.5714183 0.3696367)
Kawempe High School,school,POINT (32.5714033 0.3693817)
Potters House Nursery and Primary School,school,POINT (32.5696721 0.3691662)
Gayaza Alpha Infant and Primary School,school,POINT (32.5745352 0.3699342)
St Luke Nursery and Primary School,school,POINT (32.5747489 0.3711542)
Streamwood Daycare and Kindergarten,school,POINT (32.5757541 0.3714294)
His Grace Kindergarten and Primary School,school,POINT (32.5754343 0.3678384)
Tweasse Elderly and Orphans Group,school,POINT (32.5758917 0.3667033)
New Brain Storm School,school,POINT (32.5723383 0.3677181)
Kyebando Infant School and Day Care,school,POINT (32.5744083 0.3609483)
Urban Taste Restaurant,restaurant,POINT (34.1768821 1.0749896)
Cosmos Coffeeshop & Restaurant,cafe,POINT (34.1775258 1.0742328)
Parents pharmacy,pharmacy,POINT (34.1777532 1.0740715)
J-Plus Pharmacy,pharmacy,POINT (34.1774134 1.0753342)
Hi-Tech Opticians,clinic,POINT (34.1772453 1.0748815)
agent banking,bank,POINT (34.1764338 1.0757515)
New Life Dental Centre,dentist,POINT (34.1764566 1.075797)
Stanbic Bank-Authorised Agent,bank,POINT (34.1764781 1.0758353)
Housing Finance Bank -Agent,bank,POINT (34.1765071 1.0758764)
Zee Pharmaceutical Ltd,pharmacy,POINT (34.1762558 1.0760143)
Pharmacy LastChance,pharmacy,POINT (34.1757033 1.0763628)
"Faculty of Health Sciences, Muni University",university,POINT (30.9280278 2.9963678)
"Faculty of Technoscience, Muni University",university,POINT (30.9264587 2.9966674)
Family Care Hospital,hospital,POINT (30.9119759 3.0056528)
Raising Hope Infant School,kindergarten,POINT (34.1640439 1.0855242)
Sinamakosa,bar,POINT (34.1676752 1.0841989)
IMSAT Institute of Management Science and Technology,school,POINT (34.172236 1.077016)
thatch garden,bar,POINT (34.1884396 1.0677685)
family clinic,clinic,POINT (34.1891883 1.0717975)
,school,POINT (33.2120776 2.8061725)
,school,POINT (33.2118521 2.8064055)
,school,POINT (34.1989961 1.0731766)
Beer Depot,bar,POINT (30.8942741 2.342676)
Avila Clinic,clinic,POINT (30.88075 2.4168667)
Ocaya and sons,bar,POINT (30.7934432 2.4664408)
Equity Bank,bank,POINT (34.1772093 1.0722839)
,atm,POINT (34.1777144 1.0716642)
Namayingo Parents Secondary School,school,POINT (33.8744164 0.3484635)
Shanyonja Health Center II,clinic,POINT (33.8763254 0.3433597)
Tahir's cafe,restaurant,POINT (33.8768129 0.342666)
Ariana primary school,school,POINT (30.8694067 2.47573)
Konga primary school,school,POINT (30.90487 2.424155)
Jangukuru health centre III,hospital,POINT (30.8919183 2.409585)
Drug shop,pharmacy,POINT (30.8796267 2.3742917)
Syposed oturugang dental clinic,clinic,POINT (30.9808383 2.4122983)
Syposed centenary bank,bank,POINT (30.9786283 2.4109117)
St bakhita bursary and primary school,school,POINT (30.9869633 2.4116367)
Mama Grace Restaurant,restaurant,POINT (30.8970335 2.46287)
Pork joint,pub,POINT (30.8049302 2.5026886)
,school,POINT (30.93478 2.5815417)
Kasendi pa Mp omwonya Stanley,school,POINT (30.8730767 2.5799217)
Quraish medical Centre,clinic,POINT (32.5567064 0.3810758)
Good Shepherd Drug Shop,clinic,POINT (32.5604152 0.3822472)
Sr herbal Clinic,clinic,POINT (32.5603548 0.3827024)
Tula Clinic,clinic,POINT (32.5638153 0.3835484)
St Joseph Health Centre,clinic,POINT (32.55401 0.3860182)
Trust God Medical Centre,clinic,POINT (32.553836 0.3865634)
Mulungi Drug Shop,clinic,POINT (32.5541883 0.3909717)
Drug Shop,pharmacy,POINT (32.5545076 0.3924318)
Victorious Medical Center,clinic,POINT (32.5551742 0.3841433)
Lwazi Clinic,clinic,POINT (32.5603671 0.3827311)
Delisha Pharmacy,pharmacy,POINT (32.5552202 0.3841008)
First Diagnostic and Ortho Center,clinic,POINT (32.5563483 0.3818396)
Kawempe Dental Clinic,clinic,POINT (32.5563703 0.3817977)
Leo Pharmacy,pharmacy,POINT (32.5565422 0.3815207)
Bajja Basanga Clinic,clinic,POINT (32.556701 0.3811645)
Case Plus Pharmacy,pharmacy,POINT (32.5586712 0.3805076)
Amazing Grace Healthy Services Clinic,clinic,POINT (32.5598556 0.3816531)
Lwazi Clinic,clinic,POINT (32.5604531 0.3827052)
Kiganda Maternity Centre,clinic,POINT (32.5596137 0.3832047)
Shalom Dental Clinic,clinic,POINT (32.5555912 0.3833455)
Jmail Pharmacy,pharmacy,POINT (32.5744555 0.3803613)
Citronate Pharmacy,pharmacy,POINT (32.5765546 0.3789967)
Multicare Medical Clinic,clinic,POINT (32.5763594 0.3774447)
Agape Doctors Medical Center,clinic,POINT (32.5748948 0.371972)
Ndara Doctors Clinic,doctors,POINT (32.5687873 0.3717571)
Test and Know Clinical Laboratory,clinic,POINT (32.5704623 0.3732627)
Hope Clinic,clinic,POINT (32.5713158 0.3752708)
Mukisa Medical Center,clinic,POINT (32.5687859 0.373467)
Princess Drug Shop,pharmacy,POINT (32.5685075 0.3730639)
Run Dental Clinic,clinic,POINT (32.573809 0.3624245)
Medaid Pharmacy,pharmacy,POINT (32.573795 0.36269)
Makaayi Medical Center,clinic,POINT (32.5753818 0.3653471)
Unique Clinic,clinic,POINT (32.5753867 0.3691683)
Josam Medical Center,clinic,POINT (32.5727117 0.368965)
His Mercy Drug Shop,clinic,POINT (32.5724376 0.3691589)
Sentrin Drug Shop,pharmacy,POINT (32.57181 0.3666717)
Tick Drug Shop,pharmacy,POINT (32.5703776 0.3657913)
Jack and JILL Nursery Primary school,school,POINT (34.1799293 1.0984354)
,school,POINT (33.0919353 2.7333827)
,restaurant,POINT (34.0854656 0.4676251)
St. Catherine Junior School Kawempe,school,POINT (32.5578934 0.3827197)
Kisa Children Center,school,POINT (32.5580105 0.3830671)
New valley Primary School,school,POINT (32.5567437 0.3817434)
Ngondwe Junior School,school,POINT (32.5567533 0.3833333)
St. Theresa Little Way Preparatory School,school,POINT (32.5553685 0.3846176)
Kizy Kare Kindergarten,school,POINT (32.5547794 0.385941)
Waterbucks Junior School,school,POINT (32.5558241 0.3883343)
New Creation Community School,school,POINT (32.5552525 0.3892379)
Best Quality Nursing and Primary School,school,POINT (32.5557633 0.3907409)
Frena Nursery And Primary School,school,POINT (32.5568082 0.3944225)
Golden Kindergarten and Day Care Center,school,POINT (32.5537766 0.3886407)
Bright Future Children's Primary school,school,POINT (32.5591733 0.3831917)
Afro,restaurant,POINT (33.2111934 0.4303743)
DTB,atm,POINT (33.2088937 0.4273941)
DTB,bank,POINT (33.2089086 0.4274102)
University Squares/ Graduation grounds,university,POINT (30.9256702 2.9972387)
Equatoria Kindergarten,kindergarten,POINT (32.5947932 0.3728341)
St Peters Medical clinic,clinic,POINT (32.2463514 2.2345902)
Migera Medical Clinic,clinic,POINT (32.2626667 1.4081852)
King Ceaser University,university,POINT (32.6211438 0.2722157)
Karibu Grill &Lounge,restaurant,POINT (32.6215373 0.3190366)
Child Care Nursary and Primary School,school,POINT (32.4619032 0.6169551)
Art Cau Training Center,school,POINT (31.27397 3.1628033)
Education Centre Primary School,school,POINT (34.2206778 0.6508502)
St Augustine College Wakiso,school,POINT (32.4945562 0.3975606)
los Angel bar and lodge,bar,POINT (32.5552982 0.378655)
,pharmacy,POINT (32.5566473 0.3799638)
BBInna Islamic Secondary school,school,POINT (32.6515059 0.308052)
Art Cau Training Center,school,POINT (31.27397 3.1628033)
katakwi general hospital,hospital,POINT (33.9618486 1.9178286)
River Nile Restaurant,restaurant,POINT (33.6164622 1.7144205)
Highway Restaurant,restaurant,POINT (33.6200224 1.7160765)
Alkins pharmaceuticals (U) Ltd,pharmacy,POINT (33.6277452 1.7129212)
Soroti University,school,POINT (33.627737 1.7657913)
,bank,POINT (32.7247201 2.6836723)
Stanbic Bank,bank,POINT (30.3773772 -0.5802621)
,school,POINT (33.3425959 2.8198202)
Centenary Bank,bank,POINT (33.9556827 1.9137552)
MIL Restaurant,restaurant,POINT (33.6423801 2.0282187)
Am Homely Amuria Drug shop,pharmacy,POINT (33.6423504 2.0281421)
Ebeneza Restaurant,restaurant,POINT (33.6166983 1.7108558)
IML Clinic,clinic,POINT (30.3784463 -0.5791387)
,school,POINT (32.7240958 2.9810342)
Nyungu Yamawe Bar,bar,POINT (32.6519823 0.4381524)
Faculty of Agriculture and Environments,university,POINT (32.3129287 2.7850983)
,school,POINT (32.6046123 0.3034664)
,bar,POINT (32.6080465 0.306108)
Duka Wa Dawa Pharmacy,pharmacy,POINT (33.6169044 1.7154796)
Highway Restaurant,restaurant,POINT (33.6199995 1.7160946)
Kisubi Vocational Institute,school,POINT (32.5363793 0.1227777)
Rwakatende Secondary School,school,POINT (30.2101265 -0.5768618)
Kacuncu Primary School,school,POINT (30.2078195 -0.5733157)
Central Police Station Katakwi,police,POINT (33.9575869 1.9147224)
Bushenyi Police Station,police,POINT (30.1854386 -0.5408671)
Centenary Bank,bank,POINT (32.5389182 0.1377772)
Restoration gateway Hospital - Karuma,hospital,POINT (32.2861281 2.2293323)
La Banor Bistro,restaurant,POINT (32.6603637 0.317958)
DFCU Bank,bank,POINT (32.5056864 0.0974485)
IMC igira medical clinic,clinic,POINT (32.5205874 0.4289582)
Post Bank,bank,POINT (30.6604676 -0.6089078)
Mal restaurant,restaurant,POINT (32.5471841 0.1347787)
,hospital,POINT (32.0626986 2.5935583)
,cafe,POINT (32.0621876 2.5994874)
,restaurant,POINT (32.0628787 2.5991463)
Kennedy School,school,POINT (32.54379 0.1425217)
Kisubi Pharmacy,pharmacy,POINT (32.5394132 0.139399)
Mari Pizza Restaurant,restaurant,POINT (32.5302224 0.4578238)
Marcy care clinic,clinic,POINT (32.58461 0.3921151)
Kitojo Empowered Girls School,school,POINT (29.951564 -1.2416606)
,pharmacy,POINT (32.5474816 0.1365692)
,kindergarten,POINT (32.5486306 0.1359613)
Stem Cafe,cafe,POINT (32.6148112 0.3530262)
Nagalama Police,police,POINT (32.773648 0.5197826)
Kabimbiri Police Post,police,POINT (32.8472825 0.6473571)
Oak Cafe,cafe,POINT (32.5738253 0.362891)
Beckie's room,doctors,POINT (30.145759 -0.5420162)
Beckie's room,doctors,POINT (30.1440353 -0.536102)
Kigarama Health Center III,clinic,POINT (30.3907114 -0.5028862)
Abson Medical Center,clinic,POINT (32.5432449 0.1387824)
Stephano Pharmacy,pharmacy,POINT (32.5429249 0.1389262)
EUNICE KITCHEN,restaurant,POINT (32.7412241 0.3633517)
Negri Primary School,school,POINT (32.2623923 2.7850384)
Center View,pub,POINT (32.0120451 1.808428)
Nkokojeru Police Station,police,POINT (32.9227688 0.2392562)
Akanya pub,bar,POINT (29.6829713 -1.1237882)
Arctic Circle,fast_food,POINT (31.7629203 -0.3087983)
,school,POINT (32.4684933 0.3169954)
New Chicago Bar & Lodges,bar,POINT (30.1533294 -0.6735511)
Kigarama Health Center III,hospital,POINT (30.3920525 -0.5032494)
Arooga's,restaurant,POINT (30.3821706 -0.5801395)
Sports After Bar & Lodges,bar,POINT (30.3746515 -0.5791257)
Mushanga SAACO Head Offices,bank,POINT (30.3434782 -0.5647661)
Centenary Bank Kabwohe,bank,POINT (30.3750062 -0.579799)
,atm,POINT (32.2867381 1.3776352)
Bassajja secondary school,school,POINT (30.1498674 -0.5420863)
Total,cafe,POINT (30.1466544 -0.528062)
One to many,bank,POINT (30.3011222 -0.2077886)
Kyambogo University Bushenyi Learning Center,college,POINT (30.199718 -0.5462773)
Bushenyi Demo School,school,POINT (30.2210074 -0.5457958)
Muhame Financial Services,bank,POINT (30.3789295 -0.5791769)
